,book_id,text,volume,page,book_title,section_title,subsection_title,corrected_id,part_of_multi_ids,entry_type,text_nt
13480,," ( توفيق ) في خديجة ابنة محمد بن أحمد بن محمد بن أحمد بن عبد الله
",12,16," كتاب معجم النساء
"," حرف التاء المثناة 
",,False,False,alt,"['توفيق', 'في', 'خديجة', 'ابنة', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'عبد', 'الله']"
13481,," ( توفيق ) أخرى في زينب ابنة علي بن أحمد بن عبد العزيز
",12,16," كتاب معجم النساء
"," حرف التاء المثناة 
",,False,False,alt,"['توفيق', 'اخرى', 'في', 'زينب', 'ابنة', 'علي', 'بن', 'احمد', 'بن', 'عبد', 'العزيز']"
13482,," ( تيتي ) بفوقانيتين المدعوة ستيتة ابنة داود الكيلاني ستأتي في ستيتة 
",12,16," كتاب معجم النساء
"," حرف التاء المثناة 
",,False,False,alt,"['تيتي', 'بفوقانيتين', 'المدعوة', 'ستيتة', 'ابنة', 'داود', 'الكيلاني', 'ستاتي', 'في', 'ستيتة']"
13488,," ( جهة طي ) هي زينب ابنة يحيى بن أحمد بن اسماعيل بن العباس الغساني ملوك
 اليمن تأتي
",12,17," كتاب معجم النساء
"," حرف الجيم 
",,False,False,alt,"['جهة', 'طي', 'هي', 'زينب', 'ابنة', 'يحيى', 'بن', 'احمد', 'بن', 'اسماعيل', 'بن', 'العباس', 'الغساني', 'ملوك', 'اليمن', 'تاتي']"
13501,," ( حبيبة ) ابنة أبى اليمن محمد بن أحمد بن الرضى إبراهيم بن محمد بن
 إبراهيم الطبري المكية . ستأتي في حبيبة قريبا
",12,18," كتاب معجم النساء
"," حرف الحاء المهملة 
",,False,False,alt,"['حبيبة', 'ابنة', 'ابى', 'اليمن', 'محمد', 'بن', 'احمد', 'بن', 'الرضى', 'ابراهيم', 'بن', 'محمد', 'بن', 'ابراهيم', 'الطبري', 'المكية', '.', 'ستاتي', 'في', 'حبيبة', 'قريبا']"
13517,," ( حليمة ) ابنة أحمد بن محمد بن إسماعيل بن إبراهيم في فاطمة
",12,20," كتاب معجم النساء
"," حرف الحاء المهملة 
",,False,False,alt,"['حليمة', 'ابنة', 'احمد', 'بن', 'محمد', 'بن', 'اسماعيل', 'بن', 'ابراهيم', 'في', 'فاطمة']"
13530,," ( حورية ) هي التي قبلها
",12,22," كتاب معجم النساء
"," حرف الحاء المهملة 
",,False,False,alt,"['حورية', 'هي', 'التي', 'قبلها']"
13606,," ( رابعة ) ابنة عبد القادر بن أبي الفتح محمد بن أحمد . تأتي في
 أم الحسين
",12,33," كتاب معجم النساء
"," حرف الراء المهملة 
",,False,False,alt,"['رابعة', 'ابنة', 'عبد', 'القادر', 'بن', 'ابي', 'الفتح', 'محمد', 'بن', 'احمد', '.', 'تاتي', 'في', 'ام', 'الحسين']"
13608,," ( رحمة ) ابنة عطية بن محمد بن فهد ؛ في ست الجميع
",12,33," كتاب معجم النساء
"," حرف الراء المهملة 
",,False,False,alt,"['رحمة', 'ابنة', 'عطية', 'بن', 'محمد', 'بن', 'فهد', '؛', 'في', 'ست', 'الجميع']"
13610,," ( رقية ) ابنة العفيف عبد السلام بن محمد بن مزروع المدنية ؛ في ابنة
 يحيى قريبا
",12,33," كتاب معجم النساء
"," حرف الراء المهملة 
",,False,False,alt,"['رقية', 'ابنة', 'العفيف', 'عبد', 'السلام', 'بن', 'محمد', 'بن', 'مزروع', 'المدنية', '؛', 'في', 'ابنة', 'يحيى', 'قريبا']"
13617,," ( رقية ) ابنة التقي محمد بن محمد بن أبي الخير محمد بن فهد الهاشمي أم
 كلثوم . في الكنى
",12,35," كتاب معجم النساء
"," حرف الراء المهملة 
",,False,False,alt,"['رقية', 'ابنة', 'التقي', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'الهاشمي', 'ام', 'كلثوم', '.', 'في', 'الكنى']"
13622,," ( رئيسة ) في أم كلثوم ابنة المحب محمد بن محمد بن محمد بن أحمد بن
 إبراهيم 
",12,35," كتاب معجم النساء
"," حرف الراء المهملة 
",,False,False,alt,"['رئيسة', 'في', 'ام', 'كلثوم', 'ابنة', 'المحب', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'ابراهيم']"
13674,," ( زينب ) ابنة عمر بن محمد بن محمد بن فهد . هي
 حفصة تقدمت
",12,45," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'عمر', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'فهد', '.', 'هي', 'حفصة', 'تقدمت']"
13676,," ( زينب ) ابنة أبي الفتح بن أحمد الحسنى الفاسى المكى أم الهدى في الكنى
",12,45," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'ابي', 'الفتح', 'بن', 'احمد', 'الحسنى', 'الفاسى', 'المكى', 'ام', 'الهدى', 'في', 'الكنى']"
13682,," ( زينب ) ابنة محمد بن أحمد النويري . اثنتان الأولى سلفت فيمن جدها أحمد
 ابن عبد العزيز والثانية فيمن جدها أحمد بن محمد بن أحمد بن عبد العزيز
",12,45," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'محمد', 'بن', 'احمد', 'النويري', '.', 'اثنتان', 'الاولى', 'سلفت', 'فيمن', 'جدها', 'احمد', 'ابن', 'عبد', 'العزيز', 'والثانية', 'فيمن', 'جدها', 'احمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'عبد', 'العزيز']"
13703,," ( زينب ) ابنة محمد بن محمد بن أبي الخير محمد بن فهد ويقال لها ست بني هاشم
 أم هانئ . في الكنى
",12,48," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'ويقال', 'لها', 'ست', 'بني', 'هاشم', 'ام', 'هانئ', '.', 'في', 'الكنى']"
13707,," ( زينب ) ابنة محمد بن محمد بن يوسف الزعيفرني . في رقية
",12,49," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'يوسف', 'الزعيفرني', '.', 'في', 'رقية']"
13711,," ( زينب ) ابنة هاشم بن علي بن غزوان تأتي في ست قريش
",12,49," كتاب معجم النساء
"," حرف الزاي المنقوطة 
",,False,False,alt,"['زينب', 'ابنة', 'هاشم', 'بن', 'علي', 'بن', 'غزوان', 'تاتي', 'في', 'ست', 'قريش']"
13719,," ( سادة ) ابنة عبد الرزاق بن الهيصم . تأتي في أم الجمالى من الكنى
",12,50," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سادة', 'ابنة', 'عبد', 'الرزاق', 'بن', 'الهيصم', '.', 'تاتي', 'في', 'ام', 'الجمالى', 'من', 'الكنى']"
13734,," ( ست الأهل ) ابنة
 الرضى محمد بن المحب محمد بن الشهاب أحمد بن الرضى إبراهيم بن محمد بن
 إبراهيم الطبرى اسمها حسنة مضت
",12,52," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الاهل', 'ابنة', 'الرضى', 'محمد', 'بن', 'المحب', 'محمد', 'بن', 'الشهاب', 'احمد', 'بن', 'الرضى', 'ابراهيم', 'بن', 'محمد', 'بن', 'ابراهيم', 'الطبرى', 'اسمها', 'حسنة', 'مضت']"
13735,," ( ست الأهل ) ابنة التقى محمد بن محمد بن أبي الخير محمد بن فهد وتسمى
 أيضا تقية في أم ريم من الكنى .
",12,52," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الاهل', 'ابنة', 'التقى', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'وتسمى', 'ايضا', 'تقية', 'في', 'ام', 'ريم', 'من', 'الكنى', '.']"
13736,," ( ست بنى هاشم ) ابنة التقي محمد بن محمد
 بن محمد  ابن الفهد وتسمى أيضا زينب . في أم هانئ من الكنى .
",12,52," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'بنى', 'هاشم', 'ابنة', 'التقي', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'ابن', 'الفهد', 'وتسمى', 'ايضا', 'زينب', '.', 'في', 'ام', 'هانئ', 'من', 'الكنى', '.']"
13738,," ( ست التجار ) هي تجار
",12,53," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'التجار', 'هي', 'تجار']"
13746,," ( ست الخطباء ) ابنة التقي محمد بن محمد بن أبي الخير محمد بن فهد هي أم
 كلثوم في الكنى
",12,53," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الخطباء', 'ابنة', 'التقي', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'هي', 'ام', 'كلثوم', 'في', 'الكنى']"
13752,," ( ست العرب ) ابنة محمد بن محمد بن أبي الخير محمد بن فهد أم البنين . في
 الكنى
",12,54," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'العرب', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'ام', 'البنين', '.', 'في', 'الكنى']"
13755,," ( ست العيش ) جماعة ممن يسمون عائشة منهن ابنة العلاء على بن محمد بن علي
 الكناني تأتى في عائشة
",12,55," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'العيش', 'جماعة', 'ممن', 'يسمون', 'عائشة', 'منهن', 'ابنة', 'العلاء', 'على', 'بن', 'محمد', 'بن', 'علي', 'الكناني', 'تاتى', 'في', 'عائشة']"
13759,," ( ست قريش ) ابنة محمد بن محمد بن عبد الله بن فهد . هي أم الحسن تأتي
",12,55," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'قريش', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'فهد', '.', 'هي', 'ام', 'الحسن', 'تاتي']"
13762,," ( ست قريش ) ابنة التقي محمد بن محمد بن
 محمد بن فهد أم ابيها واسمها فاطمة الهاشمي المكية . ستأتي في الفاء
",12,55," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'قريش', 'ابنة', 'التقي', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'فهد', 'ام', 'ابيها', 'واسمها', 'فاطمة', 'الهاشمي', 'المكية', '.', 'ستاتي', 'في', 'الفاء']"
13765,," ( ست القضاة ) ابنة أحمد بن أبي بكر بن
 عبد الله بن ظهيرة . في مريم
",12,55," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'القضاة', 'ابنة', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'عبد', 'الله', 'بن', 'ظهيرة', '.', 'في', 'مريم']"
13769,," ( ست القضاة ) ابنة أبي البقاء محمد بن عبد الله بن أحمد بن حسن بن الزين
 محمد بن الأمين محمد بن القطب القسطلاني . ستأتي في سعادة
",12,56," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'القضاة', 'ابنة', 'ابي', 'البقاء', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'احمد', 'بن', 'حسن', 'بن', 'الزين', 'محمد', 'بن', 'الامين', 'محمد', 'بن', 'القطب', 'القسطلاني', '.', 'ستاتي', 'في', 'سعادة']"
13770,," ( ست القضاة ) ابنة محمد بن محمد بن أبي الخير محمد بن محمد بن عبد الله
 بن فهد أم الحسين ، تأتى في الكنى .
",12,56," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'القضاة', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'فهد', 'ام', 'الحسين', '،', 'تاتى', 'في', 'الكنى', '.']"
13771,," ( ست الكرم ) ابنة عبد الرحمن بن أبي
 بكر بن عبد الله بن ظهيرة بن أحمد بن عطية بن ظهيرة القرشي . هي مباركة
 تأتي
",12,56," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الكرم', 'ابنة', 'عبد', 'الرحمن', 'بن', 'ابي', 'بكر', 'بن', 'عبد', 'الله', 'بن', 'ظهيرة', 'بن', 'احمد', 'بن', 'عطية', 'بن', 'ظهيرة', 'القرشي', '.', 'هي', 'مباركة', 'تاتي']"
13774,," ( ست الكل ) ابنة عطية بن محمد بن أبي الخير محمد بن فهد . هي أم كلثوم
 تأتي
",12,57," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الكل', 'ابنة', 'عطية', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', '.', 'هي', 'ام', 'كلثوم', 'تاتي']"
13782,," ( الست نعمة ) في نعمة .
",12,58," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['الست', 'نعمة', 'في', 'نعمة', '.']"
13783,," ( ست الوزراء ) في وزراء .
",12,58," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ست', 'الوزراء', 'في', 'وزراء', '.']"
13787,," ( ستيتة ) ابنة جان بردى . في عائشة
",12,58," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيتة', 'ابنة', 'جان', 'بردى', '.', 'في', 'عائشة']"
13789,," ( ستيتة ) ابنة صالح بن عمر بن رسلان البلقيني . في عمائم
",12,58," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيتة', 'ابنة', 'صالح', 'بن', 'عمر', 'بن', 'رسلان', 'البلقيني', '.', 'في', 'عمائم']"
13791,," ( ستيتة ) ابنة علي بن أحمد بن يسير ، هي فاطمة تأتي
  
",12,58," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيتة', 'ابنة', 'علي', 'بن', 'احمد', 'بن', 'يسير', '،', 'هي', 'فاطمة', 'تاتي']"
13792,," ( ستيتة ) ابنة علي بن أبي البركات محمد بن أبي السعود محمد
 بن حسين بن علي ابن ظهيرة أم راجح ، تأتي في الكنى
",12,59," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيتة', 'ابنة', 'علي', 'بن', 'ابي', 'البركات', 'محمد', 'بن', 'ابي', 'السعود', 'محمد', 'بن', 'حسين', 'بن', 'علي', 'ابن', 'ظهيرة', 'ام', 'راجح', '،', 'تاتي', 'في', 'الكنى']"
13796,," ( ستيتة ) ابنة يحيى بن شاكر بن الجيعان في فاطمة
",12,59," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيتة', 'ابنة', 'يحيى', 'بن', 'شاكر', 'بن', 'الجيعان', 'في', 'فاطمة']"
13807,," ( ستيت ) ابنة علي بن أبي البركات محمد بن محمد بن حسين بن ظهيرة . في أم
 راجح من الكنى
",12,60," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['ستيت', 'ابنة', 'علي', 'بن', 'ابي', 'البركات', 'محمد', 'بن', 'محمد', 'بن', 'حسين', 'بن', 'ظهيرة', '.', 'في', 'ام', 'راجح', 'من', 'الكنى']"
13816,," ( الست نعمة ) في نعمة ابنة محمد بن محمد بن محمد بن أحمد بن الرضي
 إبراهيم الطبري المكي
",12,61," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['الست', 'نعمة', 'في', 'نعمة', 'ابنة', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'الرضي', 'ابراهيم', 'الطبري', 'المكي']"
13818,," ( سعادات ) أو بدون ألف وهو المدعوة به ابنة عبد الرحمن بن محمد بن ابن
 محمد بن عبد الله بن فهد . هي خديجة سلفت
",12,61," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادات', 'او', 'بدون', 'الف', 'وهو', 'المدعوة', 'به', 'ابنة', 'عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'ابن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'فهد', '.', 'هي', 'خديجة', 'سلفت']"
13824,," ( سعادة ) ابنة إبراهيم بن أحمد بن أبي بكر بن عبد الوهاب المرشدى هي
 خديجة تقدمت
",12,62," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'ابراهيم', 'بن', 'احمد', 'بن', 'ابي', 'بكر', 'بن', 'عبد', 'الوهاب', 'المرشدى', 'هي', 'خديجة', 'تقدمت']"
13827,," ( سعادة ) ابنة عبد الرحمن بن محمد بن محمد بن عبد الله بن فهد . في
 خديجة كما أشير اليه في سعادات قريبا
",12,62," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'عبد', 'الرحمن', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'فهد', '.', 'في', 'خديجة', 'كما', 'اشير', 'اليه', 'في', 'سعادات', 'قريبا']"
13832,," ( سعادة ) ابنة عبد اله بن أحمد بن حسن القسطلاني ، في أم الوفا
",12,63," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'عبد', 'اله', 'بن', 'احمد', 'بن', 'حسن', 'القسطلاني', '،', 'في', 'ام', 'الوفا']"
13833,," ( سعادة ) ابنة عبد الملك بن محمد بن عبد الملك أم الحسين ابنة المرجاني
 ، ماتت في سنة اثنتين وأربعين . وتأتي في الكنى
",12,63," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'عبد', 'الملك', 'بن', 'محمد', 'بن', 'عبد', 'الملك', 'ام', 'الحسين', 'ابنة', 'المرجاني', '،', 'ماتت', 'في', 'سنة', 'اثنتين', 'واربعين', '.', 'وتاتي', 'في', 'الكنى']"
13835,," ( سعادة ) ابنة الجمال محمد المرشدي ابن أبي بكر بن علي بن يوسف بن إبراهيم الانصاري المصري الأصل
 المكي في أم الحسين
",12,63," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'الجمال', 'محمد', 'المرشدي', 'ابن', 'ابي', 'بكر', 'بن', 'علي', 'بن', 'يوسف', 'بن', 'ابراهيم', 'الانصاري', 'المصري', 'الاصل', 'المكي', 'في', 'ام', 'الحسين']"
13836,," ( سعادة ) أم الحسين ابنة الكمال أبي الفضل محمد بن أحمد بن عبد العزيز
 النويرى ثم المكي أم التقي الفاسي . في الكنى
",12,63," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ام', 'الحسين', 'ابنة', 'الكمال', 'ابي', 'الفضل', 'محمد', 'بن', 'احمد', 'بن', 'عبد', 'العزيز', 'النويرى', 'ثم', 'المكي', 'ام', 'التقي', 'الفاسي', '.', 'في', 'الكنى']"
13839,," ( سعادة ) ابنة الجمال محمد بن عبد الله بن ظهيرة أم كلثوم القرشية
 المكية في الكنى
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'الجمال', 'محمد', 'بن', 'عبد', 'الله', 'بن', 'ظهيرة', 'ام', 'كلثوم', 'القرشية', 'المكية', 'في', 'الكنى']"
13840,," ( سعادة ) ابنة محمد بن فتح الطائفي . هي عائشة تأتي
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعادة', 'ابنة', 'محمد', 'بن', 'فتح', 'الطائفي', '.', 'هي', 'عائشة', 'تاتي']"
13844,," ( سعدانة ) ابنة داود الكيلاني وتدعى رابعة ، مضت هناك
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعدانة', 'ابنة', 'داود', 'الكيلاني', 'وتدعى', 'رابعة', '،', 'مضت', 'هناك']"
13846,," ( سعيدة ) ابنة أحمد بن الكمال أبي
 الفضل محمد ابن أحمد بن عبد العزيز بن القسم أم الحسن النويرية ، في الكنى
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'احمد', 'بن', 'الكمال', 'ابي', 'الفضل', 'محمد', 'ابن', 'احمد', 'بن', 'عبد', 'العزيز', 'بن', 'القسم', 'ام', 'الحسن', 'النويرية', '،', 'في', 'الكنى']"
13847,," ( سعيدة ) ابنة أحمد بن محمد بن محمد أم الخير المطرية ، في الكنى
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'ام', 'الخير', 'المطرية', '،', 'في', 'الكنى']"
13849,," ( سعيدة ) 
 ابنة عبد الرحمن بن علي بن أحمد بن عبد العزيز . هي خديجة مضت . 
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'عبد', 'الرحمن', 'بن', 'علي', 'بن', 'احمد', 'بن', 'عبد', 'العزيز', '.', 'هي', 'خديجة', 'مضت', '.']"
13850,," ( سعيدة ) 
 ابنة المحب محمد بن أحمد بن الرضى إبراهيم بن محمد بن إبراهيم الطبري هي أم
 كلثوم في الكنى
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'المحب', 'محمد', 'بن', 'احمد', 'بن', 'الرضى', 'ابراهيم', 'بن', 'محمد', 'بن', 'ابراهيم', 'الطبري', 'هي', 'ام', 'كلثوم', 'في', 'الكنى']"
13852,," ( سعيدة ) أم الخير ابنة الكمال أبي الفضل محمد بن أحمد بن الكمال أبي
 الفضل محمد بن أحمد بن عبد العزيز بن القسم في الكنى . 
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ام', 'الخير', 'ابنة', 'الكمال', 'ابي', 'الفضل', 'محمد', 'بن', 'احمد', 'بن', 'الكمال', 'ابي', 'الفضل', 'محمد', 'بن', 'احمد', 'بن', 'عبد', 'العزيز', 'بن', 'القسم', 'في', 'الكنى', '.']"
13853,," ( سعيدة ) ابنة
 القاضي عز الدين محمد بن أحمد بن أبي الفضل محمد بن أحمد النويري ، هي أم
 الخير أيضا تأتي في الكنى . 
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'القاضي', 'عز', 'الدين', 'محمد', 'بن', 'احمد', 'بن', 'ابي', 'الفضل', 'محمد', 'بن', 'احمد', 'النويري', '،', 'هي', 'ام', 'الخير', 'ايضا', 'تاتي', 'في', 'الكنى', '.']"
13854,," ( سعيدة ) ابنة الامام الرضى محمد بن المحب
 محمد بن أحمد  ابن الرضى إبراهيم بن محمد بن إبراهيم أم كلثوم
 الطبرية المكية ، هكذا ساق نسبها ابن فهد في الوفيات وانما هي ابنة المحب
 وستأتي في الكنى
",12,64," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سعيدة', 'ابنة', 'الامام', 'الرضى', 'محمد', 'بن', 'المحب', 'محمد', 'بن', 'احمد', 'ابن', 'الرضى', 'ابراهيم', 'بن', 'محمد', 'بن', 'ابراهيم', 'ام', 'كلثوم', 'الطبرية', 'المكية', '،', 'هكذا', 'ساق', 'نسبها', 'ابن', 'فهد', 'في', 'الوفيات', 'وانما', 'هي', 'ابنة', 'المحب', 'وستاتي', 'في', 'الكنى']"
13861,," ( سودة ) ابنة عبد الله بن علي ، في نشوان
",12,65," كتاب معجم النساء
"," حرف السين المهملة 
",,False,False,alt,"['سودة', 'ابنة', 'عبد', 'الله', 'بن', 'علي', '،', 'في', 'نشوان']"
13876,," ( شقراء ) ابنة الجمال محمد بن النجم محمد بن
 أبي البركات ابن أبي السعود أم الخير ابنة ابن ظهيرة . في الكنى
",12,67," كتاب معجم النساء
"," حرف الشين المعجمة 
",,False,False,alt,"['شقراء', 'ابنة', 'الجمال', 'محمد', 'بن', 'النجم', 'محمد', 'بن', 'ابي', 'البركات', 'ابن', 'ابي', 'السعود', 'ام', 'الخير', 'ابنة', 'ابن', 'ظهيرة', '.', 'في', 'الكنى']"
13907,," ( ططر ) ابنة العز محمد بن أحمد بن محمد بن عثمان بن المنجا . في تتر
",12,71," كتاب معجم النساء
"," حرف الطاء المهملة
",,False,False,alt,"['ططر', 'ابنة', 'العز', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'عثمان', 'بن', 'المنجا', '.', 'في', 'تتر']"
13923,," ( عائشة ) ابنة القاضي شهاب
 الدين أحمد بن ظهيرة بن أحمد بن عطية بن ظهيرة أم كمال القرشية . في الكنى
",12,73," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'القاضي', 'شهاب', 'الدين', 'احمد', 'بن', 'ظهيرة', 'بن', 'احمد', 'بن', 'عطية', 'بن', 'ظهيرة', 'ام', 'كمال', 'القرشية', '.', 'في', 'الكنى']"
13925,," ( عائشة ) ابنة أحمد بن محمد بن محمد بن محمد بن فهد . في ابنة أبي بكر
 قريبا
",12,73," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'احمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'محمد', 'بن', 'فهد', '.', 'في', 'ابنة', 'ابي', 'بكر', 'قريبا']"
13935,," ( عائشة ) ابنة أبي جعفر ، هي ابنة محمد بن أحمد بن عمر تأتي
",12,74," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'ابي', 'جعفر', '،', 'هي', 'ابنة', 'محمد', 'بن', 'احمد', 'بن', 'عمر', 'تاتي']"
13949,," ( عائشة ) ابنة عطية بن محمد بن أبي الخير محمد بن فهد أم كلثوم ، في
 الكنى
",12,76," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'عطية', 'بن', 'محمد', 'بن', 'ابي', 'الخير', 'محمد', 'بن', 'فهد', 'ام', 'كلثوم', '،', 'في', 'الكنى']"
13962,," ( عائشة ) ابنة الزين محمد بن الزين أحمد بن الجمال محمد بن المحب أحمد
 بن عبد الله الطبري المدعوة سعيدة . سلفت في السين
",12,79," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'الزين', 'محمد', 'بن', 'الزين', 'احمد', 'بن', 'الجمال', 'محمد', 'بن', 'المحب', 'احمد', 'بن', 'عبد', 'الله', 'الطبري', 'المدعوة', 'سعيدة', '.', 'سلفت', 'في', 'السين']"
13972,," ( عائشة ) ابنة أبي البركات محمد بن أبي السعود محمد بن حسين بن علي بن
 أحمد ابن عطية بن ظهيرة أم كمال القرشي . في الكنى
",12,81," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'ابي', 'البركات', 'محمد', 'بن', 'ابي', 'السعود', 'محمد', 'بن', 'حسين', 'بن', 'علي', 'بن', 'احمد', 'ابن', 'عطية', 'بن', 'ظهيرة', 'ام', 'كمال', 'القرشي', '.', 'في', 'الكنى']"
13973,," ( عائشة ) ابنة أبي اليمن محمد بن محمد بن علي النويري . في أم كمال أيضا
",12,81," كتاب معجم النساء
"," حرف العين المهملة 
",,False,False,alt,"['عائشة', 'ابنة', 'ابي', 'اليمن', 'محمد', 'بن', 'محمد', 'بن', 'علي', 'النويري', '.', 'في', 'ام', 'كمال', 'ايضا']"
