year,month,month_str,day,category,match,place
770.0,,,,ijaza, واجاز لها في سنة سبعين وسبعمائة,
54.0,,,,ijaza, على خالها الجمال المرشدي واجاز لها في سنة اربع وخمسين,
90.0,,,,ijaza, اجاز لها في سنة تسعين,
36.0,,,,ijaza, ابنة ابي الفضل محمد بن عبد الرحمن بن علي بن احمد العقيلي النويري اجاز لها في سنة ست وثلاثين,
64.0,,,,ijaza, اجازت في بعض الاستدعاات سنة اربع وستين,
807.0,,,,ijaza, واجاز لها في سنة سبع وثمانمائة,
97.0,,,,ijaza, اجاز لها باستدعاء خالها في اوائل سنة سبع وتسعين,
5.0,,,,ijaza, اجاز لها في سنة خمس,
65.0,,,,ijaza, اجازت لنا في سنة خمس وستين,
814.0,,,,ijaza, اجاز لها في سنة اربع عشرة وثمانمائة,
788.0,,,,ijaza, اجاز لها في سنة ثمان وثمانين وسبعمائة,
788.0,,,,ijaza, اجاز لها وهي في الثانية من عمرها سنة ثمان وثمانين وسبعمائة,
97.0,,,,ijaza, واجاز لها في سنة سبع وتسعين,
66.0,,,,ijaza, ثم رجعت الى دمشق فاستمرت فيه حتى ماتت بعد ان اجازت لنا في يوم الاربعاء حادى عشر ذى الحجة سنة ست وستين,
15.0,,,,ijaza, وذكرها شيخنا في معجمه وقال اجازت لابنى في سنة خمس عشرة,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
36.0,,,,ijaza, واجاز لها في سنة ست وثلاثين,
71.0,,,,ijaza, اجاز لها في سنة احدى وسبعين,
95.0,,,,ijaza, اجاز لها في سنة خمس وتسعين,
93.0,12,ذي الحجة,,ijaza, اجاز لها في استدعاء مؤرخ بذي الحجة سنة ثلاث وتسعين,
95.0,,,,ijaza, اجاز لها في سنة خمس وتسعين,
57.0,,,,ijaza, واجاز لهافي سنة سبع وخمسين,
797.0,,,,ijaza, اجاز لها في سنة سبع وتسعين وسبعمائة,
836.0,,,,ijaza, امها زبيدية اجاز لها في سنة ست وثلاثين وثمانمائة,
36.0,,,,ijaza, واجاز لها في سنة ست وثلاثين,
797.0,,,,ijaza, اجاز لها في سنة سبع وتسعين وسبعمائة,
5.0,,,,ijaza, اجاز لها ابوها ومن اجاز لاختها خديجة في سنة خمس,
771.0,,,,ijaza, اجاز لها في جملة اخوتها سنة احدى وسبعين وسبعمائة,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
759.0,,,,ijaza, اجاز لها في سنة تسع وخمسين وسبعمائة,
63.0,,,,ijaza, وقال ابن فهد اجاز لها في سنة ثلاث وستين,
15.0,,,,ijaza, اجاز لها العز بن جماعة الصغير في سنة خمس عشرة,
14.0,,,,ijaza, اجاز لها في سنة اربع عشرة,
4.0,,,,ijaza, اجاز لها في سنة اربع,
5.0,,,,ijaza, اجاز لها سنة خمس,
1.0,,,,ijaza, اجاز لها من جملة اختها في سنة احدى,
3.0,,,,ijaza, واجاز لها جماعة في سنة ثلاث,
29.0,,,,ijaza, اجاز لها في جملة اخوتها سنة تسع وعشرين,
36.0,,,,ijaza, اجاز لها جماعة في سنة ست وثلاثين,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
5.0,,,,ijaza, اجاز لها في سنة خمس,
829.0,,,,ijaza, اجاز لها في سنة تسع وعشرين وثمانمائة,
36.0,,,,ijaza, بل اجاز لها من هو اقدم من هؤلاء في سنة ست وثلاثين,
24.0,,,,ijaza, اجاز لها في سنة اربع وعشرين,
805.0,,,,ijaza, اجاز لها في سنة خمس وثمانمائة,
797.0,4,ربيع الاخر,,ijaza, اجاز لها وهي في الاولى من عمرها باستدعاء تاريخه ربيع الاخر سنة سبع وتسعين وسبعمائة,
788.0,,,,ijaza, واجاز لها في سنة ثمان وثمانين وسبعمائة,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
771.0,,,,ijaza, اجاز لها في سنة احدى وسبعين وسبعمائة,
836.0,,,,ijaza, بن احمد بن محمد بن علي بن الزين محمد بن الامين محمد بن القطب القسطلاني المكية اجاز لها في سنة ست وثلاثين وثمانمائة,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
88.0,,,,ijaza, واجاز لها في سنة ثمان وثمانين,
5.0,,,,ijaza, اجاز لها في سنة خمس,
36.0,,,,ijaza, اجاز لها في سنة ست وثلاثين,
55.0,,,,ijaza, اجاز لها في سنة خمس وخمسين,
98.0,,,,ijaza, اجاز لها في سنة ثمان وتسعين,
97.0,,,,ijaza, واجاز لها في سنة سبع وتسعين,
807.0,,,,ijaza, اجاز لها في سنة سبع وثمانمائة,
15.0,,,,ijaza, واجاز لها في سنة خمس عشرة,
15.0,,,,ijaza, اجاز لها في سنة خمس عشرة,
36.0,,,,ijaza, واجاز لها في سنة ست وثلاثين,
788.0,,,,ijaza, اجاز لها في سنة ثمان وثمانين وسبعمائة,
836.0,,,,ijaza, اجاز لها في سنة ست وثلاثين وثمانمائة,
31.0,,,,ijaza, واجاز لها في سنة احدى وثلاثين,
88.0,,,,ijaza, واجاز لها في سنة ثمان وثمانين,
788.0,,,,ijaza, اجاز لها في سنة ثمان وثمانين وسبعمائة,
814.0,,,,ijaza, اجاز لها في سنة اربع عشرة وثمانمائة,
14.0,,,,ijaza, اجاز لها في سنة اربع عشرة,
